ID;Metric.Number_Of_Parameters;Metric.Number_Of_Statements;Metric.Number_Of_Returns;Metric.Number_Of_Gotos;Metric.Number_Of_Invocations;Metric.McCabe_Complexity;Metric.Extended_McCabe;Metric.Switch_Complexity;Metric.Maximum_Nesting;Metric.Maximum_Extended_Nesting;Metric.LOC;Metric.NPath;Metric.LogNPath_Floor;Metric.LogNPath_Ceiling;Metric.Comment.Preceding;Metric.Lines.LOC;Metric.Lines.Empty;Metric.Lines.Code;Metric.Lines.Comment;Metric.Lines.Only_Comment;Metric.Lines.Preproc;Metric.Lines.PP_If;Metric.Lines.PP_Elif;Metric.Lines.PP_Else;Metric.Lines.PP_Endif;Metric.Lines.PP_Define;Metric.Lines.PP_Undef;Metric.Lines.PP_Pragma;Metric.Lines.PP_Line;Metric.Lines.PP_Error;Metric.Lines.PP_Warning;Metric.Lines.PP_Sharp;Metric.Lines.Fixme;Metric.Lines.Hack;Metric.Lines.Todo;Metric.Lines.Check;Metric.Lines.XXX;Metric.Lines.Debug;Metric.Lines.Routine.LOC;Metric.Lines.Routine.Code;Metric.Lines.Routine.Comment;Metric.Halstead.Total_Operators;Metric.Halstead.Total_Operands;Metric.Halstead.Different_Operators;Metric.Halstead.Different_Operands;Metric.Halstead.Length;Metric.Halstead.Vocabulary;Metric.Comment.Internal;Metric.Number_Of_Called_Routines;Metric.Number_Of_Calling_Routines;Metric.Halstead.Vocabulary_Frequency;Metric.Halstead.Volume;Metric.Halstead.Difficulty;Metric.Halstead.Effort;Metric.Comment.Density;Metric.Lines.Class.LOC;Metric.Lines.Class.Code;Metric.Lines.Class.Comment;Metric.Number_Of_Methods;Metric.Number_Of_Members;Metric.Number_Of_Method_Templates;Metric.Number_Of_Namespaces;Metric.Number_Of_Classs;Metric.Number_Of_Class_Templates;Metric.Number_Of_Interfaces;Metric.Number_Of_Interface_Templates;Metric.Number_Of_Types;Metric.Number_Of_Constants;Metric.Number_Of_Descendants
R global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!:!16+12!(.cctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!:!16+12!(.ctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
F global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!:minimalDistance;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!:maximalDistance;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!:timer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!:lastCameraPosition;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!:gameObjectRenderer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!:mainCamera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
O global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!:updatePeriod;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
O global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!:rotation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!#R global:UnityEngine:Component@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll^:!19+99!:get_gameObject[gameObject]()->!0+18!GameObject@F:!33+88!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!#p global:UnityEngine:Component@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll^:!19+99!:gameObject;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!#p global:UnityEngine:Component@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll^:!19+99!:transform;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C global:SEE:GO:FacingCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+50!#R global:UnityEngine:Component@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll^:!19+99!:get_transform[transform]()->!0+18!Transform@F:!33+88!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C global:SEE:GO:GameObjectExtensions@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+58!;1;7;3;0;4;3;3;3;3;3;19;3;1;2;1;31;0;23;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;62;28;20;15;90;35;0;6;2;2.571429;461.635468;18.666666;8617.195313;0.142857;31;23;8;1;0;0;0;1;0;0;0;0;0;1
R global:SEE:GO:GameObjectExtensions@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+58!:ID(!0+6!UnityEngine:!16+10!@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll^)_s->!0+6!System:String@C:!117+8! Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll^;1;7;3;0;4;3;3;3;3;3;19;3;1;2;1;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;57;27;19;14;84;33;0;6;2;2.545455;423.729095;18.321428;7763.322266;0.142857;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C global:SEE:GO:HideSourceCodeAndPaper@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+60!;0;3;0;0;5;2;3;2;2;2;15;3;1;2;0;20;1;16;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16;12;3;45;21;18;15;66;33;1;6;0;2;332.929993;12.6;4194.917969;0.333333;20;16;3;3;1;0;0;1;0;0;0;0;0;4
R global:SEE:GO:HideSourceCodeAndPaper@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+60!:Start()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;3;0;0;5;2;3;2;2;2;15;3;1;2;0;16;1;12;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16;12;3;38;18;13;12;56;25;1;5;0;2.24;260.055939;9.75;2535.54541;0.333333;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:HideSourceCodeAndPaper@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+60!:!16+22!(.ctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C global:SEE:GO:HideSourceCodeAndPaper@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+60!#p global:UnityEngine:Component@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll^:!19+99!:transform;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C global:SEE:GO:HideSourceCodeAndPaper@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+60!#R global:UnityEngine:Component@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll^:!19+99!:get_transform[transform]()->!0+18!Transform@F:!33+88!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!;4;41;13;0;18;18;18;11;13;13;79;17;6;7;5;186;15;105;66;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;84;76;4;345;192;38;88;537;126;4;31;7;4.261905;3746.799072;41.454544;155321.84375;1.93938;186;105;66;7;5;0;0;1;0;0;0;1;7;20
R global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:GetIcon(!0+6!UnityEngine:Vector3@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll,!0+72!Erosion@F:!30+35!)_s->!81+16!GameObject@F:!110+87!^;2;9;1;0;10;2;2;2;3;3;35;2;1;1;1;36;2;30;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;30;4;112;76;21;38;188;59;4;17;1;3.186441;1105.93689;21;23224.673828;0.555556;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:ToString(!0+72!Erosion@F:!30+35!)_s->!0+6!System:String@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll^;1;17;8;0;0;9;9;2;3;3;13;8;3;3;1;14;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;0;51;26;14;18;77;32;0;0;1;2.40625;385;10.111111;3892.777588;0.058824;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:LoadAllSprites()_s->!0+6!UnityEngine:!93+16!Object@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll^[]^;0;5;1;0;2;2;2;2;2;2;10;2;1;1;1;11;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;10;0;55;25;17;12;80;29;0;7;1;2.758621;388.638458;17.708334;6882.139648;0.2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:LoadSprite(!0+6!System:String@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll^)_s->!0+6!UnityEngine:Object@F:!107+8!me/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll^;1;8;2;0;5;3;3;3;3;3;17;3;1;2;1;18;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18;17;0;51;26;19;16;77;35;0;4;1;2.2;394.954773;15.4375;6097.114258;0.125;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:!16+11!(.cctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:!16+11!(.ctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;1;0;0;1;1;1;1;1;1;3;1;0;0;1;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;9;3;7;3;12;10;0;2;1;1.2;39.863136;3.5;139.520981;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
F global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:erosionToSprite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
O global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:ScreenRelativeTransitionHeight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
O global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:paths;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
O global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:instance;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
p global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:Instance;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;7;4;7;4;11;11;0;0;1;1;38.053749;3.5;133.188126;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
R global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:get_Instance[Instance]()_s->!0+64!;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;2;3;2;5;5;0;0;1;1;11.60964;1.5;17.414459;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
E global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:Erosion@F:!30+35!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;15;6;15;32;21;0;0;0;1.52381;140.554153;3;421.662476;0;10;10;0;0;0;0;0;0;0;0;0;1;7;7
e global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:Erosion@F:!30+35!:Architecture_Violation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
e global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:Erosion@F:!30+35!:Clone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
e global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:Erosion@F:!30+35!:Cycle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
e global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:Erosion@F:!30+35!:Dead_Code;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
e global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:Erosion@F:!30+35!:Metric;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
e global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:Erosion@F:!30+35!:Style;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
e global:SEE:GO:IconFactory@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+49!:Erosion@F:!30+35!:Universal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C global:SEE:GO:IScale@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+44!;12;17;2;0;11;11;11;11;10;10;40;16;4;5;4;108;9;52;47;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;43;0;206;88;28;32;294;60;0;24;12;4.9;1736.625732;38.5;66860.09375;1.85;108;52;47;6;4;0;0;1;0;0;0;0;0;10
R global:SEE:GO:IScale@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+44!:GetNormalizedValue(!0+6!System:String@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll^,!0+10!DataModel:Node@F:!25+36!)_s->!87+11!Single@C:!110+95!;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:IScale@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+44!:GetNormalizedValue(!0+6!System:String@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll^,!87+11!Single@C:!110+95!)_s->!205+111!;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:IScale@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+44!:GetNormalizedMaximum(!0+6!System:String@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll^)_s->!89+11!Single@C:!112+95!;1;1;1;0;2;1;1;1;1;1;3;1;0;0;1;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;14;6;12;4;20;16;0;2;3;1.25;80;9;720;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:IScale@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+44!:DetermineMetricMaxima(!0+6!System:Collections:Generic:ICollection<!0+10!DataModel:Graph@F:!25+36!>@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll^,!90+31!IList<!90+11!String@C:!200+96!>@C:!200+96!)_s->!90+31!Dictionary<!308+112!,!310+8!ingle@C:!200+95!>@C:!200+96!;2;10;1;0;7;7;7;7;6;6;25;12;3;4;1;26;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;25;0;89;35;21;16;124;37;0;13;1;3.351351;645.972168;22.96875;14837.172852;0.1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:IScale@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+44!:DumpMetricMaxima(!0+6!System:Collections:Generic:Dictionary<!85+11!String@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll^,!130+8!ingle@C:!146+95!>@C:!146+96!)_s->!85+11!Void@C:!146+95!;1;2;0;0;1;2;2;2;2;2;6;2;1;1;1;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;7;0;27;15;16;12;42;28;0;7;0;1.5;201.908905;10;2019.089111;0.5;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:GO:IScale@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+44!:!16+6!(.ctor)(!0+6!System:Collections:Generic:ICollection<!0+10!DataModel:Graph@F:!25+36!>@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll^,!82+31!IList<!82+11!String@C:!192+96!>@C:!192+101!11!Single@C:!192+95!,!513+111!)_s->!82+11!Void@C:!192+95!;4;4;0;0;1;1;1;1;1;1;6;1;0;0;1;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;32;18;14;10;50;24;0;2;2;2.083333;229.248123;12.6;2888.526367;0.25;0;0;0;1;0;0;0;0;0;0;0;0;0;0
F global:SEE:GO:IScale@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+44!:metrics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:GO:IScale@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+44!:metricMaxima;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:GO:IScale@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+44!:minimalLength;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:GO:IScale@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!14+44!:maximalLength;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
